UDI,Type,Air_temperature[K],Process_temperature[K],Rotational_speed[rpm],Torque[Nm],Tool_wear[min],Machine_failure,Power[W],strain,Temperature_difference
5514,M,297.3,307.0,1670.0,32.3,28,0,5648.69,904.3999999999999,9.699999999999989
5515,L,300.3,310.3,1401.0,42.5,227,0,6235.28,9647.5,10.0
5516,M,298.6,308.8,1570.0,45.0,97,0,7398.45,4365.0,10.199999999999989
5517,M,298.8,309.5,1660.0,26.1,174,0,4537.09,4541.400000000001,10.699999999999989
5518,M,300.3,308.8,1635.0,25.2,120,0,4314.66,3024.0,8.5
5519,L,296.9,308.2,1731.0,32.8,49,0,5945.65,1607.1999999999998,11.300000000000011
5520,M,296.5,305.4,1564.0,42.3,8,0,6927.97,338.4,8.899999999999977
5521,M,301.3,312.1,1569.0,41.1,75,0,6752.95,3082.5,10.800000000000011
5522,L,296.1,306.2,1669.0,38.7,84,0,6763.88,3250.8,10.099999999999966
5523,M,298.0,306.8,1525.0,46.4,189,0,7409.97,8769.6,8.800000000000011
5524,L,296.4,306.9,1414.0,31.4,4,0,4649.52,125.6,10.5
5525,L,299.0,308.1,1618.0,38.2,6,0,6472.48,229.20000000000002,9.100000000000023
5526,L,300.9,311.9,1335.0,38.8,171,0,5424.27,6634.799999999999,11.0
5527,M,300.2,309.5,1523.0,31.6,36,0,5039.83,1137.6000000000001,9.300000000000011
5528,L,304.8,313.3,1291.0,62.8,124,1,8490.13,7787.2,8.5
5529,L,302.2,313.7,1438.0,18.4,245,0,2770.8,4508.0,11.5
5530,L,298.1,308.3,1446.0,52.3,242,1,7919.52,12656.599999999999,10.199999999999989
5531,L,297.6,308.5,1361.0,47.9,2,0,6826.88,95.8,10.899999999999977
5532,L,305.4,314.6,1734.0,48.0,142,0,8716.03,6816.0,9.200000000000045
5533,M,302.1,310.2,1720.0,40.9,82,0,7366.83,3353.7999999999997,8.099999999999966
5534,M,301.2,312.9,1773.0,53.2,112,0,9877.54,5958.400000000001,11.699999999999989
5535,L,300.1,310.1,1504.0,35.4,2,0,5575.45,70.8,10.0
5536,L,300.5,311.0,1460.0,43.8,83,0,6696.62,3635.3999999999996,10.5
5537,L,297.0,307.7,1681.0,40.6,78,0,7146.98,3166.8,10.699999999999989
5538,M,300.3,310.0,1560.0,37.6,101,0,6142.44,3797.6000000000004,9.699999999999989
5539,L,300.1,310.4,1560.0,41.1,202,0,6714.21,8302.2,10.299999999999955
5540,L,298.2,309.8,1082.0,30.5,141,0,3455.86,4300.5,11.600000000000023
5541,L,298.9,308.9,1673.0,33.3,3,0,5834.03,99.89999999999999,10.0
5542,M,303.0,314.0,1649.0,55.6,162,0,9601.17,9007.2,11.0
5543,M,299.7,307.8,1537.0,66.55000000000001,135,0,10711.51,8984.250000000002,8.100000000000023
5544,M,304.1,315.3,1684.0,45.1,212,0,7953.3,9561.2,11.199999999999989
5545,M,296.5,305.0,1645.0,48.2,162,0,8303.12,7808.400000000001,8.5
5546,L,299.0,310.0,1413.0,42.4,67,0,6273.89,2840.7999999999997,11.0
5547,L,296.9,307.3,1498.0,44.4,35,0,6965.04,1554.0,10.400000000000034
5548,L,297.6,307.5,1357.0,45.3,77,0,6437.34,3488.1,9.899999999999977
5549,L,298.3,308.2,1799.0,50.2,171,0,9457.22,8584.2,9.899999999999977
5550,L,300.6,310.4,1712.0,55.2,63,0,9896.27,3477.6000000000004,9.799999999999955
5551,L,300.5,309.7,1392.0,31.1,194,0,4533.44,6033.400000000001,9.199999999999989
5552,L,298.6,308.4,1648.0,66.55000000000001,248,1,11485.08,16504.4,9.799999999999955
5553,H,295.5,307.8,1587.0,41.3,19,0,6863.66,784.6999999999999,12.300000000000011
5554,M,303.0,314.3,1415.0,41.3,71,0,6119.77,2932.2999999999997,11.300000000000011
5555,M,299.4,308.6,1560.0,35.8,184,0,5848.39,6587.2,9.200000000000045
5556,M,297.8,308.0,1691.0,35.8,54,0,6339.5,1933.1999999999998,10.199999999999989
5557,L,300.5,310.6,1706.0,46.0,242,1,8217.99,11132.0,10.100000000000023
5558,M,300.4,310.3,1955.0,46.2,13,0,9458.39,600.6,9.900000000000034
5559,L,299.4,308.4,1554.0,45.5,128,0,7404.42,5824.0,9.0
5560,M,300.3,310.7,1495.0,35.4,56,0,5542.08,1982.3999999999999,10.399999999999977
5561,L,297.7,308.5,1638.0,13.34999999999999,83,0,2289.94,1108.0499999999993,10.800000000000011
5562,H,301.5,310.7,1505.0,22.0,13,0,3467.27,286.0,9.199999999999989
5563,L,298.0,310.0,1433.0,40.0,50,0,6002.54,2000.0,12.0
5564,L,298.8,310.3,1372.0,43.2,91,0,6206.78,3931.2000000000003,11.5
5565,H,301.3,311.8,1046.5,35.7,102,0,3912.34,3641.4,10.5
5566,L,302.4,311.2,1669.0,33.0,236,0,5767.65,7788.0,8.800000000000011
5567,M,303.2,313.6,1244.0,42.9,57,0,5588.64,2445.2999999999997,10.400000000000034
5568,M,302.1,312.4,1380.0,38.8,120,0,5607.11,4656.0,10.299999999999955
5569,M,299.4,309.9,1590.0,35.2,118,0,5860.96,4153.6,10.5
5570,H,296.9,308.5,1480.0,23.8,122,0,3688.65,2903.6,11.600000000000023
5571,H,302.8,312.6,1922.0,31.5,8,0,6340.05,252.0,9.800000000000011
5572,L,302.7,314.8,1267.0,49.2,86,0,6527.85,4231.2,12.100000000000023
5573,M,298.7,309.1,1938.0,30.3,207,0,6149.29,6272.1,10.400000000000034
5574,M,301.8,311.6,1785.0,46.5,47,0,8692.0,2185.5,9.800000000000011
5575,M,299.3,311.7,1700.0,53.7,154,0,9559.87,8269.800000000001,12.399999999999977
5576,L,303.0,313.8,1795.0,32.0,103,0,6015.1,3296.0,10.800000000000011
5577,M,299.0,308.5,1610.0,35.5,199,0,5985.26,7064.5,9.5
5578,H,304.0,314.0,1233.0,49.7,155,0,6417.24,7703.5,10.0
5579,H,301.6,312.2,1630.0,52.2,183,0,8910.19,9552.6,10.599999999999966
5580,L,303.6,313.4,1272.0,33.5,209,0,4462.32,7001.5,9.799999999999955
5581,L,299.1,309.2,1443.0,23.8,161,0,3596.43,3831.8,10.099999999999966
5582,L,300.8,310.0,1524.0,52.4,1,0,8362.67,52.4,9.199999999999989
5583,M,298.1,306.4,1374.0,45.7,246,1,6575.54,11242.2,8.299999999999955
5584,M,301.7,311.8,1707.0,43.9,23,0,7847.42,1009.6999999999999,10.100000000000023
5585,L,301.8,311.9,1499.0,49.0,73,0,7691.77,3577.0,10.099999999999966
5586,L,304.8,315.3,1611.0,28.1,48,0,4740.57,1348.8000000000002,10.5
5587,L,301.0,310.4,1536.0,43.8,39,0,7045.21,1708.1999999999998,9.399999999999977
5588,L,301.4,310.1,1560.0,37.1,7,0,6060.76,259.7,8.700000000000045
5589,H,299.1,308.1,1379.0,45.9,68,0,6628.35,3121.2,9.0
5590,M,301.1,312.1,1327.0,47.9,66,0,6656.33,3161.4,11.0
5591,L,299.2,308.6,1510.0,49.6,224,1,7843.09,11110.4,9.400000000000034
5592,L,300.2,309.8,1365.0,45.9,157,0,6561.06,7206.3,9.600000000000023
5593,L,300.3,310.0,1787.0,42.4,51,0,7934.49,2162.4,9.699999999999989
5594,H,299.3,308.7,1291.0,42.7,38,0,5772.75,1622.6000000000001,9.399999999999977
5595,L,300.1,309.4,1956.0,43.6,70,0,8930.67,3052.0,9.299999999999955
5596,L,299.2,308.4,1592.0,33.7,236,0,5618.26,7953.200000000001,9.199999999999989
5597,L,299.2,310.6,1550.0,36.2,84,0,5875.83,3040.8,11.400000000000034
5598,M,302.2,312.8,1441.0,43.9,229,0,6624.56,10053.1,10.600000000000023
5599,M,300.4,311.6,1655.0,46.4,12,0,8041.64,556.8,11.200000000000045
5600,M,300.7,312.1,1501.0,33.4,88,0,5249.96,2939.2,11.400000000000034
5601,L,297.1,304.7,1591.0,29.2,118,0,4864.99,3445.6,7.599999999999966
5602,L,300.8,311.2,1688.0,23.2,129,0,4100.99,2992.7999999999997,10.399999999999977
5603,L,301.1,310.5,1657.0,27.3,193,0,4737.11,5268.900000000001,9.399999999999977
5604,M,299.2,310.3,1759.0,34.5,193,0,6354.97,6658.5,11.100000000000023
5605,L,304.2,313.4,1634.0,35.5,206,0,6074.48,7313.0,9.199999999999989
5606,L,295.4,304.4,1367.0,37.1,14,0,5310.94,519.4,9.0
5607,M,301.6,310.1,1165.0,27.9,186,1,3403.76,5189.4,8.5
5608,M,301.4,311.1,1575.0,21.8,17,0,3595.55,370.6,9.700000000000045
5609,L,301.1,312.0,1578.0,41.2,68,0,6808.21,2801.6000000000004,10.899999999999977
5610,L,300.4,310.6,1882.0,41.2,89,0,8119.8,3666.8,10.200000000000045
5611,L,301.1,309.9,1517.0,46.1,29,0,7323.44,1336.9,8.799999999999955
5612,M,301.7,313.9,1605.0,48.0,77,0,8067.61,3696.0,12.199999999999989
5613,M,298.5,309.2,1677.0,43.8,132,0,7691.94,5781.599999999999,10.699999999999989
5614,L,300.6,311.4,1629.0,41.0,167,0,6994.13,6847.0,10.799999999999955
5615,L,299.6,310.9,1689.0,48.6,148,0,8595.96,7192.8,11.299999999999955
5616,M,297.8,306.2,1391.0,54.1,191,0,7880.49,10333.1,8.399999999999977
5617,M,301.4,310.5,1363.0,33.2,106,0,4738.74,3519.2000000000003,9.100000000000023
5618,L,298.9,309.7,1487.0,47.6,7,0,7412.19,333.2,10.800000000000011
5619,L,297.0,306.2,1148.0,33.7,5,0,4051.36,168.5,9.199999999999989
5620,L,298.9,308.6,1530.0,42.1,89,0,6745.31,3746.9,9.700000000000045
5621,L,298.4,308.3,1419.0,50.6,195,0,7519.03,9867.0,9.900000000000034
5622,H,302.1,310.8,1595.0,37.2,57,0,6213.44,2120.4,8.699999999999989
5623,M,300.3,309.9,1490.0,30.4,179,0,4743.39,5441.599999999999,9.599999999999966
5624,M,302.8,313.7,1356.0,35.3,157,0,5012.6,5542.099999999999,10.899999999999977
5625,L,298.7,309.4,1772.0,30.4,226,0,5641.13,6870.4,10.699999999999989
5626,M,301.7,312.9,1552.0,29.2,184,0,4745.73,5372.8,11.199999999999989
5627,L,305.5999999999999,316.25000000000006,1692.0,51.9,26,0,9195.94,1349.3999999999999,10.650000000000148
5628,L,300.7,311.1,1570.0,45.2,90,0,7431.33,4068.0000000000005,10.400000000000034
5629,L,301.7,312.0,1621.0,32.7,171,0,5550.85,5591.700000000001,10.300000000000011
5630,L,301.4,311.6,1294.0,30.1,106,0,4078.77,3190.6000000000004,10.200000000000045
5631,M,297.2,306.5,1766.0,30.8,68,0,5696.0,2094.4,9.300000000000011
5632,L,301.2,310.1,1695.0,32.7,103,0,5804.25,3368.1000000000004,8.900000000000034
5633,L,300.6,309.9,1534.0,51.4,138,0,8256.9,7093.2,9.299999999999955
5634,L,299.5,309.2,1589.0,38.8,42,0,6456.31,1629.6,9.699999999999989
5635,L,298.2,307.6,1717.0,61.1,243,1,10986.01,14847.300000000001,9.400000000000034
5636,L,301.4,311.8,1471.0,39.5,125,0,6084.69,4937.5,10.400000000000034
5637,L,298.1,308.3,1254.0,34.2,34,0,4491.1,1162.8000000000002,10.199999999999989
5638,M,304.3,314.6,1474.0,49.1,138,0,7578.92,6775.8,10.300000000000011
5639,L,300.2,310.6,1565.0,23.3,229,0,3818.55,5335.7,10.400000000000034
5640,L,297.6,308.7,1532.0,41.8,229,0,6706.0,9572.199999999999,11.099999999999966
5641,L,299.0,309.0,1773.0,27.8,53,0,5161.57,1473.4,10.0
5642,M,299.4,310.5,1366.0,18.2,49,0,2603.46,891.8,11.100000000000023
5643,L,304.8,315.3,1388.0,38.7,245,0,5625.08,9481.5,10.5
5644,L,298.2,309.4,1348.0,48.2,188,0,6804.02,9061.6,11.199999999999989
5645,L,299.8,311.4,1614.0,42.0,132,0,7098.74,5544.0,11.599999999999966
5646,L,298.9,309.5,1264.0,40.8,228,0,5400.52,9302.4,10.600000000000023
5647,L,301.0,311.1,1671.0,14.0,114,0,2449.81,1596.0,10.100000000000023
5648,M,299.0,309.1,1371.0,38.4,100,0,5513.12,3840.0,10.100000000000023
5649,M,297.7,307.3,1399.0,38.5,153,0,5640.36,5890.5,9.600000000000023
5650,L,299.6,309.1,1854.0,46.1,96,0,8950.33,4425.6,9.5
5651,M,299.4,310.3,1758.0,29.4,160,0,5412.46,4704.0,10.900000000000034
5652,M,298.8,307.9,1559.0,48.2,150,0,7869.04,7230.0,9.099999999999966
5653,L,298.9,310.5,1303.0,34.8,185,0,4748.45,6437.999999999999,11.600000000000023
5654,L,302.4,312.2,1898.0,36.9,198,0,7334.17,7306.2,9.800000000000011
5655,L,299.4,312.2,1502.0,45.2,223,0,7109.47,10079.6,12.800000000000011
5656,L,297.7,307.0,1582.0,28.1,136,0,4655.23,3821.6000000000004,9.300000000000011
5657,M,299.1,309.3,1701.0,48.1,15,0,8567.97,721.5,10.199999999999989
5658,M,300.1,309.8,1186.0,26.4,200,0,3278.82,5280.0,9.699999999999989
5659,H,297.3,306.5,1423.0,46.4,171,0,6914.35,7934.4,9.199999999999989
5660,M,303.3,314.3,1525.0,37.6,234,0,6004.63,8798.4,11.0
5661,L,301.7,310.6,1561.0,38.4,27,0,6277.15,1036.8,8.900000000000034
5662,L,302.9,312.2,1304.0,13.34999999999999,150,0,1823.0,2002.4999999999986,9.300000000000011
5663,M,300.8,311.4,1596.0,34.0,139,0,5682.51,4726.0,10.599999999999966
5664,L,295.8,306.6,1544.0,37.8,41,0,6111.78,1549.8,10.800000000000011
5665,M,303.1,311.7,1836.0,55.3,8,0,10632.28,442.4,8.599999999999966
5666,M,298.3,308.9,1717.0,39.5,57,0,7102.25,2251.5,10.599999999999966
5667,M,298.4,308.6,1489.0,33.4,108,0,5207.99,3607.2,10.200000000000045
5668,M,300.3,309.4,1502.0,48.2,75,0,7581.33,3615.0,9.099999999999966
5669,L,302.8,312.0,1719.0,34.9,200,0,6282.46,6980.0,9.199999999999989
5670,M,302.1,310.1,1588.0,50.2,146,0,8348.01,7329.200000000001,8.0
5671,M,301.8,313.5,1292.0,42.5,163,0,5750.16,6927.5,11.699999999999989
5672,L,299.4,310.4,1912.0,30.9,224,0,6186.93,6921.599999999999,11.0
5673,M,299.3,308.1,1360.0,49.2,76,0,7007.01,3739.2000000000003,8.800000000000011
5674,L,300.7,311.5,1981.0,45.9,65,0,9521.95,2983.5,10.800000000000011
5675,H,299.7,309.2,1614.0,48.8,103,0,8248.06,5026.4,9.5
5676,L,301.8,312.7,1424.0,38.1,56,0,5681.51,2133.6,10.899999999999977
5677,L,301.7,311.2,1114.0,45.9,56,0,5354.59,2570.4,9.5
5678,L,301.2,310.8,1677.0,59.0,107,0,10361.29,6313.0,9.600000000000023
5679,M,294.9,304.7,1260.0,41.6,24,0,5488.99,998.4000000000001,9.800000000000011
5680,L,300.3,309.6,1601.0,35.9,140,0,6018.86,5026.0,9.300000000000011
5681,L,299.8,311.2,1884.0,55.3,186,0,10910.25,10285.8,11.399999999999977
5682,L,300.3,311.2,1334.0,46.5,12,0,6495.87,558.0,10.899999999999977
5683,H,298.5,308.6,1670.0,35.4,224,0,6190.82,7929.599999999999,10.100000000000023
5684,L,297.4,308.4,1392.0,57.2,154,0,8338.04,8808.800000000001,11.0
5685,L,300.9,309.3,1740.0,27.9,167,0,5083.73,4659.3,8.400000000000034
5686,M,299.3,308.1,1549.0,45.2,228,0,7331.93,10305.6,8.800000000000011
5687,L,301.1,311.6,1534.0,51.3,82,0,8240.84,4206.599999999999,10.5
5688,H,298.7,309.4,1754.0,50.6,85,0,9294.13,4301.0,10.699999999999989
5689,L,302.8,313.1,1649.0,30.9,179,0,5335.9,5531.099999999999,10.300000000000011
5690,M,302.0,310.1,1393.0,27.5,144,0,4011.55,3960.0,8.100000000000023
5691,L,300.6,309.5,1857.0,42.2,178,0,8206.41,7511.6,8.899999999999977
5692,L,299.6,310.0,1263.0,46.9,1,0,6203.04,46.9,10.399999999999977
5693,M,301.7,314.1,1587.0,29.2,139,0,4852.76,4058.7999999999997,12.400000000000034
5694,L,300.8,312.0,1390.0,42.9,224,0,6244.54,9609.6,11.199999999999989
5695,M,300.5,312.1,1271.0,25.4,155,0,3380.71,3937.0,11.600000000000023
5696,L,302.1,312.4,1334.0,50.5,217,0,7054.66,10958.5,10.299999999999955
5697,L,302.9,313.2,1529.0,34.2,152,0,5475.98,5198.400000000001,10.300000000000011
5698,L,297.5,306.5,1600.0,38.3,219,1,6417.23,8387.699999999999,9.0
5699,H,297.9,308.9,1727.0,48.5,222,0,8771.27,10767.0,11.0
5700,L,298.4,308.4,1802.0,47.6,235,1,8982.36,11186.0,10.0
5701,L,297.0,307.7,1587.0,44.6,158,0,7412.09,7046.8,10.699999999999989
5702,L,299.9,309.9,1458.0,50.2,154,0,7664.61,7730.8,10.0
5703,L,301.2,311.5,1723.0,44.0,242,0,7939.01,10648.0,10.300000000000011
5704,L,300.0,309.9,1427.0,54.3,107,0,8114.33,5810.099999999999,9.899999999999977
5705,H,298.9,309.2,1252.0,22.9,186,0,3002.4,4259.4,10.300000000000011
5706,L,302.3,313.3,1706.0,39.3,0,0,7021.02,0.0,11.0
5707,M,300.3,309.0,1774.0,38.9,34,0,7226.56,1322.6,8.699999999999989
5708,L,300.7,309.2,1390.0,37.7,96,0,5487.63,3619.2000000000003,8.5
5709,M,302.3,312.7,1888.0,44.9,0,0,8877.22,0.0,10.399999999999977
5710,H,299.8,311.2,1642.0,42.0,8,0,7221.89,336.0,11.399999999999977
5711,L,304.1,315.8,1615.0,48.1,160,0,8134.79,7696.0,11.699999999999989
5712,H,299.1,307.9,1445.0,28.1,43,0,4252.09,1208.3,8.799999999999955
5713,L,304.0,313.6,1720.0,62.7,52,0,11293.4,3260.4,9.600000000000023
5714,H,298.1,306.6,1265.0,36.0,228,1,4768.94,8208.0,8.5
5715,M,301.0,310.5,1477.0,42.8,174,0,6619.92,7447.2,9.5
5716,L,298.7,309.8,1406.0,37.8,206,0,5565.52,7786.799999999999,11.100000000000023
5717,L,302.2,312.2,1303.0,40.7,206,0,5553.51,8384.2,10.0
5718,L,299.0,308.7,1692.0,34.6,112,0,6130.63,3875.2000000000003,9.699999999999989
5719,L,300.6,311.1,1599.0,41.9,220,0,7016.02,9218.0,10.5
5720,L,298.7,307.9,1682.0,45.7,232,0,8049.54,10602.400000000001,9.199999999999989
5721,L,301.9,313.5,1488.0,16.0,84,0,2493.17,1344.0,11.600000000000023
5722,L,298.7,308.7,1714.0,36.6,45,0,6569.32,1647.0,10.0
5723,M,303.4,313.0,1551.0,36.2,17,0,5879.62,615.4000000000001,9.600000000000023
5724,L,298.0,308.6,1453.0,63.0,143,0,9585.94,9009.0,10.600000000000023
5725,L,297.3,308.2,1423.0,48.5,246,1,7227.29,11931.0,10.899999999999977
5726,M,301.9,313.5,1183.0,54.8,220,1,6788.81,12056.0,11.600000000000023
5727,L,298.8,308.6,1746.0,45.5,232,0,8319.25,10556.0,9.800000000000011
5728,L,300.0,311.1,1726.0,40.7,218,0,7356.37,8872.6,11.100000000000023
5729,L,299.4,309.5,2026.5,43.5,186,0,9231.33,8091.0,10.100000000000023
5730,H,297.4,306.8,1478.0,51.1,123,0,7909.04,6285.3,9.400000000000034
5731,M,299.8,309.1,1418.0,57.3,78,0,8508.63,4469.4,9.300000000000011
5732,L,302.5,311.4,1233.0,42.9,51,0,5539.22,2187.9,8.899999999999977
5733,M,302.0,311.3,1709.0,33.7,180,0,6031.16,6066.000000000001,9.300000000000011
5734,L,300.5,311.6,1668.0,49.1,187,0,8576.42,9181.7,11.100000000000023
5735,M,302.2,312.9,1815.0,31.4,110,0,5968.08,3454.0,10.699999999999989
5736,M,297.9,306.6,1373.0,43.8,8,0,6297.57,350.4,8.700000000000045
5737,M,299.3,307.6,1666.0,46.7,27,0,8147.43,1260.9,8.300000000000011
5738,L,300.8,309.7,1444.0,38.8,65,0,5867.15,2522.0,8.899999999999977
5739,L,299.7,309.0,1778.0,30.9,212,0,5753.32,6550.799999999999,9.300000000000011
5740,L,299.5,309.2,1633.0,35.4,74,0,6053.66,2619.6,9.699999999999989
5741,M,297.6,308.8,1259.0,36.7,95,0,4838.61,3486.5000000000005,11.199999999999989
5742,L,295.8,305.3,1514.0,29.4,21,0,4661.24,617.4,9.5
5743,M,301.6,313.3,1189.0,36.1,34,0,4494.88,1227.4,11.699999999999989
5744,H,300.5,308.8,1329.0,25.4,105,1,3534.98,2667.0,8.300000000000011
5745,L,301.8,311.5,1340.0,45.8,168,0,6426.86,7694.4,9.699999999999989
5746,M,299.1,309.9,1423.0,43.2,207,0,6437.5,8942.400000000001,10.799999999999955
5747,M,298.6,309.4,1490.0,42.5,158,0,6631.38,6715.0,10.799999999999955
5748,H,300.0,309.7,1567.0,36.1,190,0,5923.86,6859.0,9.699999999999989
5749,H,301.7,312.7,1558.0,37.4,58,0,6101.94,2169.2,11.0
5750,M,299.5,310.3,1533.0,31.6,137,0,5072.92,4329.2,10.800000000000011
5751,L,301.6,310.9,1597.0,44.9,103,0,7508.96,4624.7,9.299999999999955
5752,M,298.0,308.3,1314.0,26.4,35,0,3632.69,924.0,10.300000000000011
5753,L,299.7,310.4,1551.0,40.7,212,0,6610.51,8628.400000000001,10.699999999999989
5754,M,299.9,309.2,1794.0,33.6,71,0,6312.34,2385.6,9.300000000000011
5755,H,302.5,314.1,1508.0,57.4,46,0,9064.46,2640.4,11.600000000000023
5756,L,300.4,309.6,1626.0,45.1,233,0,7679.37,10508.300000000001,9.200000000000045
5757,M,303.5,313.6,1609.0,39.9,185,0,6722.91,7381.5,10.100000000000023
5758,L,297.3,306.1,1692.0,28.9,235,0,5120.67,6791.5,8.800000000000011
5759,L,300.3,310.4,1589.0,26.3,46,0,4376.31,1209.8,10.099999999999966
5760,L,300.4,309.3,1689.0,44.8,96,0,7923.85,4300.799999999999,8.900000000000034
5761,M,301.2,310.9,1628.0,57.8,231,1,9853.96,13351.8,9.699999999999989
5762,H,298.4,306.8,1655.0,44.0,21,0,7625.69,924.0,8.400000000000034
5763,H,303.4,314.2,1617.0,41.6,157,0,7044.2,6531.2,10.800000000000011
5764,L,300.0,310.4,1357.0,41.8,150,0,5939.98,6270.0,10.399999999999977
5765,M,297.8,308.9,1328.0,40.9,115,0,5687.87,4703.5,11.099999999999966
5766,M,300.0,309.6,1474.0,41.9,206,0,6467.55,8631.4,9.600000000000023
5767,L,299.4,310.5,1815.0,33.1,46,0,6291.2,1522.6000000000001,11.100000000000023
5768,L,305.5999999999999,315.6,1507.0,30.2,123,0,4765.94,3714.6,10.000000000000114
5769,L,302.1,312.2,1593.0,41.0,234,0,6839.56,9594.0,10.099999999999966
5770,H,300.1,312.2,1185.0,54.8,181,0,6800.29,9918.8,12.099999999999966
5771,M,299.8,309.3,1572.0,47.6,217,0,7835.89,10329.2,9.5
5772,M,301.9,313.1,1553.0,27.6,143,0,4488.58,3946.8,11.200000000000045
5773,L,302.0,312.5,1059.0,37.4,9,0,4147.59,336.59999999999997,10.5
5774,M,294.4000000000001,303.85,1590.0,47.2,163,0,7859.01,7693.6,9.449999999999932
5775,L,301.3,310.0,1242.0,55.0,27,0,7153.41,1485.0,8.699999999999989
5776,L,300.1,309.0,1408.0,57.7,169,0,8507.6,9751.300000000001,8.899999999999977
5777,M,297.4,308.5,1716.0,37.8,217,0,6792.63,8202.599999999999,11.100000000000023
5778,L,301.8,313.5,1566.0,48.1,94,0,7887.97,4521.400000000001,11.699999999999989
5779,M,304.5,314.6,1457.0,42.4,209,0,6469.25,8861.6,10.100000000000023
5780,L,301.1,311.3,1442.0,38.7,144,0,5843.93,5572.8,10.199999999999989
5781,M,302.2,313.0,1463.0,40.5,47,0,6204.8,1903.5,10.800000000000011
5782,L,303.6,313.7,1566.0,40.6,51,0,6658.04,2070.6,10.099999999999966
5783,L,298.3,309.4,1323.0,51.6,95,0,7148.88,4902.0,11.099999999999966
5784,L,296.3,306.6,1739.0,25.9,187,0,4716.59,4843.3,10.300000000000011
5785,L,301.3,311.4,1332.0,44.6,166,0,6221.11,7403.6,10.099999999999966
5786,H,299.5,308.8,1228.0,55.2,247,1,7098.49,13634.400000000001,9.300000000000011
5787,L,297.3,306.3,1715.0,54.2,50,0,9734.02,2710.0,9.0
5788,M,299.8,306.7,1459.0,45.6,50,0,6967.05,2280.0,6.899999999999977
5789,H,301.5,312.7,1550.0,32.4,132,0,5259.03,4276.8,11.199999999999989
5790,L,299.7,309.6,1655.0,47.6,105,0,8249.61,4998.0,9.900000000000034
5791,L,298.4,308.0,1409.0,53.1,249,1,7834.91,13221.9,9.600000000000023
5792,M,299.6,307.6,1562.0,34.8,118,0,5692.31,4106.4,8.0
5793,H,300.0,309.3,1654.0,43.5,220,0,7534.48,9570.0,9.300000000000011
5794,H,296.1,305.4,1832.0,37.9,63,0,7270.99,2387.7,9.299999999999955
5795,L,299.7,308.9,1446.0,33.8,163,0,5118.16,5509.4,9.199999999999989
5796,M,297.3,307.6,1455.0,36.8,166,0,5607.11,6108.799999999999,10.300000000000011
5797,L,301.3,311.4,1638.0,41.2,113,0,7067.08,4655.6,10.099999999999966
5798,H,296.9,305.5,1575.0,30.8,10,0,5079.96,308.0,8.600000000000023
5799,H,302.0,310.7,1513.0,29.1,224,0,4610.63,6518.400000000001,8.699999999999989
5800,L,299.2,307.9,1823.0,31.0,53,0,5918.03,1643.0,8.699999999999989
5801,L,298.9,310.7,1236.0,43.2,3,0,5591.53,129.60000000000002,11.800000000000011
5802,L,300.6,312.1,1283.0,25.3,47,0,3399.19,1189.1000000000001,11.5
5803,L,298.3,307.4,1238.0,17.8,54,0,2307.65,961.2,9.099999999999966
5804,M,300.6,308.6,1753.0,53.6,32,0,9839.55,1715.2,8.0
5805,L,298.5,308.7,1630.0,29.8,128,0,5086.66,3814.4,10.199999999999989
5806,L,298.9,308.9,1292.0,38.0,212,0,5141.32,8056.0,10.0
5807,L,300.8,311.1,1515.0,49.1,208,0,7789.74,10212.800000000001,10.300000000000011
5808,H,297.7,308.5,1533.0,25.6,161,0,4109.71,4121.6,10.800000000000011
5809,M,297.5,307.9,1142.0,25.6,28,0,3061.5,716.8000000000001,10.399999999999977
5810,L,300.5,309.4,1571.0,33.6,194,0,5527.7,6518.400000000001,8.899999999999977
5811,L,299.9,310.2,1327.0,49.5,112,0,6878.67,5544.0,10.300000000000011
5812,H,300.3,311.2,1664.0,39.7,151,0,6917.87,5994.700000000001,10.899999999999977
5813,M,300.7,309.9,1332.0,39.8,225,0,5551.57,8955.0,9.199999999999989
5814,L,300.1,310.4,1577.0,37.0,65,0,6110.29,2405.0,10.299999999999955
5815,L,301.2,310.7,1769.0,45.5,94,0,8428.84,4277.0,9.5
5816,L,300.2,312.2,1712.0,54.2,231,1,9716.99,12520.2,12.0
5817,L,296.0,304.7,1628.0,66.55000000000001,126,0,11345.69,8385.300000000001,8.699999999999989
5818,L,296.5,307.7,1523.0,38.4,70,0,6124.35,2688.0,11.199999999999989
5819,H,303.9,312.2,1269.0,55.1,242,1,7322.2,13334.2,8.300000000000011
5820,L,300.0,311.8,1459.0,49.9,92,0,7624.03,4590.8,11.800000000000011
5821,M,301.9,310.8,1497.0,42.6,60,0,6678.21,2556.0,8.900000000000034
5822,L,299.3,309.5,1484.0,17.9,244,0,2781.73,4367.599999999999,10.199999999999989
5823,M,299.9,308.3,1263.0,36.1,242,1,4774.62,8736.2,8.400000000000034
5824,M,299.1,307.7,1615.0,36.5,202,0,6172.97,7373.0,8.599999999999966
5825,L,304.9,315.8,1326.0,43.5,170,0,6040.34,7395.0,10.900000000000034
5826,L,300.5,311.5,1814.0,37.9,116,0,7199.55,4396.4,11.0
5827,M,298.9,309.2,1564.0,34.3,88,0,5617.71,3018.3999999999996,10.300000000000011
